q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status,Unnamed: 0
因之前的错购别的…是不放心这才询问一下子的,"[{""role"":""user"",""content"":""您们感说:客户收到货感觉品质不好可以免费退货吗？""},{""role"":""assistant"",""content"":""没拆开的支持退货退款的哈""},{""role"":""user"",""content"":""因为我之前买过的麦麸皮粉冲泡后感觉有呀岑，好像是在加工麦麸皮粉时麦麸皮没处理干净…""},{""role"":""assistant"",""content"":""亲 我们发货前都是严格检查的 不会出现这种情况的哦""},{""role"":""user"",""content"":""不是您家的产品""},{""role"":""assistant"",""content"":""咱家保证质量的哦""},{""role"":""user"",""content"":""因之前的错购别的…是不放心这才询问一下子的""}]",亲 您拍下照片或者视频哦 这边看下,,18,"['问题：""买错了"", 答案：""可以重拍哦~申请退款就可以的""', '问题：""发错货了吧"", 答案：""图片看下亲""', '问题：""下错了那下两单的吗赶紧退货。"", 答案：""亲 这边只看到您这一个没有付款的订单""', '问题：""第一次另外一包不会的所以我才买这个牌子"", 答案：""🌹""', '问题：""什么跟上次买的不一样这款比较不香"", 答案：""亲亲质量都是一样的哈""', '问题：""不好意思，收错货了"", 答案：""亲 没事的 不影响您收货哦""', '问题：""是我打开，然后发现有被扎孔"", 答案：""可能是仓库打包的时候不小心弄到的哈""', '问题：""我也不可能为了这一包来骗你是不是本来一包也没多少钱"", 答案：""因为这边与快递核实重量是正确的 明天再与擦控股核实下""']",,,
评论区说对比太稀，结不了块,"[{""role"":""user"",""content"":""评论区说对比太稀，结不了块""}]",亲亲，没有添加剂的哈正常就是这样的哈,,18,"['问题：""搅不开，结块"", 答案：""亲 稍等""', '问题：""这个怎么泡不开呀全都是结块怎么搅拌都搅不匀"", 答案：""用搅拌机 高速搅拌亲""', '问题：""你让我扔了？袋子里有异物，让我扔了？你就这样啊你说这是糖分，这看着也不是糖分啊好，我拿出来看看不甜味道怪怪的不是糖分"", 答案：""结块的""', '问题：""凝固不了100:500还是凝固不了，放冰箱冷藏了一晚上"", 答案：""亲 是称重吗""', '问题：""保证质量怎么那么稀呢，到多了也不浓稠，"", 答案：""亲亲，没有添加剂的哈正常就是这样的哈""', '问题：""按照比例做的，感觉有点稀"", 答案：""是重量比例吗亲""', '问题：""那该怎么弄啊不放冰箱放哪"", 答案：""亲可以稍微调整一下比例增加凝固性试下哦""', '问题：""为啥弄出来的老是稀得啊[疑问][大哭]"", 答案：""亲 可以按照教程再试下哦""']",,,
那不是成本变高了？那我要你这来干嘛,"[{""role"":""user"",""content"":""[汗]都不行""},{""role"":""assistant"",""content"":""亲 水煮的方法需要煮至沸腾 转小火 搅拌至完全溶解""},{""role"":""user"",""content"":""水煮的方法我就是这样的呀，都不行啊""},{""role"":""user"",""content"":""[汗][汗][汗]""},{""role"":""assistant"",""content"":""亲，可以调整一下比例试下哦""},{""role"":""user"",""content"":""我调了呀，100兑500水都不行""},{""role"":""user"",""content"":""难道要调到100兑400水吗？""},{""role"":""assistant"",""content"":""亲 可以试下哦""},{""role"":""user"",""content"":""那不是成本变高了？那我要你这来干嘛""}]",亲 按照上面的方法试下哦,,18,"['问题：""有点贵。我做起来。成本多高"", 答案：""亲 60斤可以给您申请价格""', '问题：""这个怎么比之前贵了"", 答案：""和之前一样哈亲""', '问题：""是贵了一点了。"", 答案：""亲亲现在本身就是优惠价了呢""', '问题：""那我这多掏了将近四块钱，我这不掏掏冤了吗？"", 答案：""亲 有什么可以帮您""', '问题：""太贵了吧！"", 答案：""已经是很优惠的价格了""', '问题：""怎么这么贵呢"", 答案：""亲 我们的价格是很优惠的哦""', '问题：""现在不是九块九了吗？"", 答案：""亲 这个是以您的实付金额为准""', '问题：""为什么重量越少，价格越高，质量有区别吗？还是包装费用高？"", 答案：""袋装比较实惠亲""']",,,
燕麦片不是脆脆的吗,"[{""role"":""user"",""content"":""燕麦片不是脆脆的吗""}]",亲亲，我们的燕麦片是软绵绵的哦。,,18,"['问题：""我以为有好的，每个都是破的"", 答案：""亲 您在我们店铺购买的是燕麦片哦""', '问题：""这个的味道不甜是要加什么吗"", 答案：""亲 参考下哦""', '问题：""不好吗"", 答案：""亲 感谢支持""', '问题：""是甜的吗"", 答案：""无蔗糖的 本身含糖""', '问题：""是不是甜的"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""原味的吗"", 答案：""亲亲，我们这款是本身的甜味哦。""', '问题：""甜吗"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""']",,,
查查你说过的话。,"[{""role"":""user"",""content"":""可以问联系快递员啊。""},{""role"":""user"",""content"":""问快递员证实一下。""},{""role"":""user"",""content"":""是这个。""},{""role"":""user"",""content"":""在旗舰店买东西就是没信誉。""},{""role"":""user"",""content"":""前边你说的话，你看看是不你说的。""},{""role"":""assistant"",""content"":""亲 从一开始我们也没有说有额外的补贴""},{""role"":""user"",""content"":""查查你说过的话。""}]",亲，这个咱们也没办法哈,,18,"['问题：""查一下。"", 答案：""稍等""', '问题：""你这样的话即是片人的。"", 答案：""没有哦亲""', '问题：""问你的话没有看见吗？？？？"", 答案：""亲，一罐300g哦。""', '问题：""凭你说嘛"", 答案：""亲可以称一下哦""', '问题：""废话，那你让我检查什么"", 答案：""好的""', '问题：""我给你核实"", 答案：""抱歉亲您这个时间太久了这边没法核实""', '问题：""是不是你说的"", 答案：""两罐700g""', '问题：""你骗人。"", 答案：""没有哈亲""']",,,
"咱家的燕麦麸皮是颗粒状的吗？
还是粉面状的？","[{""role"":""user"",""content"":""不是您家的产品""},{""role"":""assistant"",""content"":""咱家保证质量的哦""},{""role"":""user"",""content"":""因之前的错购别的…是不放心这才询问一下子的""},{""role"":""user"",""content"":""嗯好来，谢谢您[微笑]\n因为我是长年食用麦麸皮粉的客户""},{""role"":""assistant"",""content"":""好的亲""},{""role"":""user"",""content"":""若感觉您家的麦麸皮粉的品质好就会长时间选择您家的麦麸皮粉的""},{""role"":""assistant"",""content"":""好的亲""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""咱家的燕麦麸皮是颗粒状的吗？\n还是粉面状的？""}]",颗粒状的亲,亲亲可以参考评论区看下实物哦,18,"['问题：""是麦麸皮哪有胚芽"", 答案：""亲亲，咱家是小麦胚芽哦加工过的哈""', '问题：""你家根本不是小麦胚芽，纯粹是小麦麸子"", 答案：""支持退货退款的哈""', '问题：""我以为有好的，每个都是破的"", 答案：""亲 您在我们店铺购买的是燕麦片哦""', '问题：""这个小麦胚芽是不是麦肤，吃起滿口渣"", 答案：""亲亲，这个小麦胚芽不是麦肤哦""', '问题：""再看看在别人家买的一样吗？真的有点象芝麻粒一样，你家的就是昧皮，"", 答案：""亲，我们家的产品质量有保证的哦""', '问题：""你面向全国销售是麦麸吧就这样做买卖？"", 答案：""咱家商品是正品哈放心哈""', '问题：""是胚芽都衬底，你家纯粹是小麦麸子退钱吧？挂羊头卖狗肉"", 答案：""亲，我们的产品是小麦胚芽，不是小麦麸子哦。支持退货退款的哈""']",,,
可以嘛那除了双皮奶跟鸡蛋口味的我都要,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""我买了两个买二送二的""},{""role"":""user"",""content"":""我看你有八种口味""},{""role"":""user"",""content"":""你一种口味给我发一斤呗""},{""role"":""assistant"",""content"":""布丁粉7种口味+双皮奶 一共8个""},{""role"":""user"",""content"":""可以嘛""},{""role"":""user"",""content"":""可以嘛那除了双皮奶跟鸡蛋口味的我都要""}]",,亲 具体的口味数量发下哦,18,"['问题：""可以"", 答案：""亲 确认收货后与我们联系""', '问题：""可以"", 答案：""好的，确认收货后联系客服给您申请哈亲""', '问题：""开封的一起退回？"", 答案：""可以""', '问题：""<退换问题>还在路上但是不想要了可以退吗？"", 答案：""可以""', '问题：""<运营问题>能开公司发票吗？"", 答案：""可以""', '问题：""<运营问题>能开个人发票吗？"", 答案：""可以""', '问题：""<食用方式>肠胃不好可以食用吗？"", 答案：""可以""', '问题：""<食用方式>哺乳期可以食用吗？"", 答案：""可以""']",,,
为什么凝固后会有一层白色的,"[{""role"":""user"",""content"":""刚下单的急用""},{""role"":""user"",""content"":""为什么凝固后会有一层白色的""}]",亲亲，凝固后有一层白色的可能是没有搅拌均匀导致的哈，建议搅拌时间长一些然后过滤一下哦。,,18,"['问题：""为啥做出来的不是白色"", 答案：""亲，提供下图片看下哈""', '问题：""这什么怎么有一层白色的？"", 答案：""亲可以在成型之前撇出来就可以哈或者过滤一下""', '问题：""亲 为什么会起白色的"", 答案：""亲可以搅拌时间长一些然后过滤一下哦""', '问题：""为什么按照上面的说法做不成凝固不了"", 答案：""亲亲不凝固一般是操作方式不太对呢，可以参考下面常出错的环节参考看下：1、比例是不是1:6，注意哦这里的比例是重量哈100g：600g，不是容积哈，建议电子克重称称重。2、如果是免煮方式的话，用沸水哈，搅拌时间一定要充足，建议用电动打蛋器搅拌在十分钟以上。""', '问题：""第一次买的挺好，第二次买的为什么不凝固呢"", 答案：""亲 是哪个口味呢""', '问题：""放凉后！一层白色的是什么东西每个味道都一样都是一层白色"", 答案：""亲，白色的是没有搅拌均匀导致的哈""', '问题：""怎么上面有白点点呢"", 答案：""亲拍照看下哦""', '问题：""成型了，不是白色"", 答案：""亲亲成型了说明没有问题的哈""']",,,
不热气吧？,"[{""role"":""user"",""content"":""是正宗淮山吗？""},{""role"":""assistant"",""content"":""是的亲纯山药粉哈""},{""role"":""user"",""content"":""好的谢谢""},{""role"":""assistant"",""content"":""好的亲""},{""role"":""user"",""content"":""生的？熟的？""},{""role"":""assistant"",""content"":""亲，熟的哦~""},{""role"":""user"",""content"":""好的谢谢""},{""role"":""assistant"",""content"":""亲，不客气哦~""},{""role"":""user"",""content"":""是炒熟的吗？还是怎么熟的呢？""},{""role"":""assistant"",""content"":""亲 是低温烘焙的哦""},{""role"":""user"",""content"":""不热气吧？""}]",亲 不会的哦,亲 不会的哦,18,"['问题：""没有味道吗？"", 答案：""亲，商品零添加蔗糖的，只有商品本身富有的糖份""', '问题：""是不是没有冷却过？他还是和水差不多"", 答案：""亲，按照比例制作哈，放入模具中建议放置冰箱冷藏效果更好""', '问题：""[捂脸]不冻呢？"", 答案：""亲一般建议当天食用哈""', '问题：""是热水，不是刚烧开的水"", 答案：""亲 开水也可以哦""', '问题：""没坏吧？"", 答案：""亲 没有哦""', '问题：""用热水吗？完事儿搅拌？"", 答案：""亲亲，是的，需要用热水冲泡哦。""', '问题：""都没密封吗？"", 答案：""是的亲正常就是这种包装哈""', '问题：""好吗？"", 答案：""好的更改了哈""']",,,
待发货里没有,"[{""role"":""user"",""content"":""不好意思哈，买错了""},{""role"":""assistant"",""content"":""亲 可以申请仅退款哦""},{""role"":""user"",""content"":""好的谢谢""},{""role"":""assistant"",""content"":""不客气""},{""role"":""user"",""content"":""我已下单芝士味了""},{""role"":""assistant"",""content"":""好的 亲您在订单上申请就可以""},{""role"":""user"",""content"":""没法申请退款啊""},{""role"":""user"",""content"":""待发货里没有""}]",亲，这个订单已经发出了哦，无法申请退款。,,18,"['问题：""没有发货"", 答案：""亲 您申请退款 拦截了 无法继续发出了哦""', '问题：""还没发货呀"", 答案：""亲 放置代收点了""', '问题：""怎么还没有发货？"", 答案：""亲 稍等""', '问题：""亲还没有发货吗"", 答案：""下单48小时内发货亲""', '问题：""没收到货"", 答案：""哪个订单没收到""', '问题：""怎么还没发货？"", 答案：""亲 已经发出了哦""', '问题：""退货"", 答案：""还没发货哦亲""', '问题：""咋没有发货啊知道了"", 答案：""好的亲""']",,,
