q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,,18,"['问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
亲直接用开水冲就可以吃了吗？,"[{""role"":""user"",""content"":""亲直接用开水冲就可以吃了吗？""}]",亲，直接用开水冲泡哦。,,18,"['问题：""用开水冲也不黏糊。"", 答案：""亲 用开水冲泡的吗""', '问题：""这个怎么吃法？"", 答案：""亲 可以直接用开水冲泡哦""', '问题：""亲可以直接沖喝了吗"", 答案：""亲，直接冲泡哦。""', '问题：""这个怎么吃，可以蒸馒头放一些吗"", 答案：""亲亲，这个可以直接用开水冲泡哦""', '问题：""这是直接用开水冲泡的吗"", 答案：""参考下亲""', '问题：""是用冷开水冲着吃的吗？"", 答案：""建议沸水哈""', '问题：""我买的这一款是免煮的直接开水冲一下就行吗？"", 答案：""两种方式都可以哈""', '问题：""要煮吗不是直接冲的"", 答案：""免煮哦""']",,
知道了[玫瑰]为什么没有配料表？,"[{""role"":""user"",""content"":""知道了[玫瑰]为什么没有配料表？""}]",亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈,,18,"['问题：""有配料表吗"", 答案：""亲，可以参考评论区，商品详情""', '问题：""配料表有么"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""', '问题：""能把配料表看看吗？"", 答案：""亲 我们暂时没有哈 可以参考下评论区""', '问题：""有配料表 图吗"", 答案：""亲 我们暂时没有哈 您可以参考下评论区""', '问题：""要看到配料表才可以下单"", 答案：""亲 我们暂时没有哈，可以参考评论区实物图""', '问题：""客服客服，你们的配料表。没有拍照人怎么要你那货呢？你那里面都什么东西呀？"", 答案：""纯的哦""', '问题：""请出示配料表"", 答案：""可以参考看下""', '问题：""能发一下配料表吗"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""']",,
,"[{""role"":""user"",""content"":""300牛奶300水，双皮奶我弄的100我觉得还是甜""},{""role"":""assistant"",""content"":""亲，可以100g粉：600g水，不放牛奶试试""},{""role"":""user"",""content"":""我试了甜，就是因为甜我才放牛奶的""},{""role"":""assistant"",""content"":""亲，根据个人口味调整哈""},{""role"":""user"",""content"":""我放的是50双皮奶150纯牛奶150水""},{""role"":""user"",""content"":""甜就只能加水对吧""},{""role"":""assistant"",""content"":""亲，双皮奶粉本身就含糖的，或者适当多加一些水""},{""role"":""user"",""content"":""好的""},{""role"":""assistant"",""content"":""好的亲?""},{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,"18,7",,,
你不用跟我说是正品，你家就是假冒商品。,"[{""role"":""assistant"",""content"":""亲 有什么问题呢""},{""role"":""user"",""content"":""这是我用黄瓜子打了粉。你对比一下吧。你家这款黄瓜子粉。到嘴里口感发苦。我用黄瓜籽打的粉，喝到嘴里清香没有异味。我在快手拼多多平台，我多次买黄瓜籽粉。我不是差这26.21多次找你家一直没有解决。""},{""role"":""assistant"",""content"":""亲 不满意的话 可以申请退货退款哦""},{""role"":""user"",""content"":""你家这款产品。没法给你退。""},{""role"":""user"",""content"":""你自己看看图片，对比一下子。看看哪个是真哪是假。""},{""role"":""assistant"",""content"":""亲 我们是正规厂家生产的""},{""role"":""user"",""content"":""你说的正规厂家。但是你的黄瓜子粉出现问题。""},{""role"":""assistant"",""content"":""亲 我们是正品哦""},{""role"":""user"",""content"":""你不用跟我说是正品，你家就是假冒商品。""}]",亲 如果您实在不满意的话 可以申请退货退款,,18,"['问题：""我先买的是山东产品很有效果"", 答案：""亲亲，我们的商品都是正品哦。""', '问题：""纯正的吗我看怎么有乳制品"", 答案：""亲亲，我们的产品是正品哦。""', '问题：""你这里面有添加乳粉么有人说你们家这个成型快，有点发硬要质量好一点的"", 答案：""亲亲，我们的产品是正品哦。""', '问题：""我们经常买都是有灰色"", 答案：""亲亲，咱家保证正品的哈""', '问题：""上当了吧第一次"", 答案：""亲，我们的商品都是正品""', '问题：""假的咋办"", 答案：""亲，我们的商品都是正品""', '问题：""你面向全国销售是麦麸吧就这样做买卖？"", 答案：""咱家商品是正品哈放心哈""', '问题：""发了几次还要怎么发？上面图片内容希望你们仔细看看，谁还敢购买你们产品。我仅仅是对我个人的损失要求退款而已，并没有要求平台给你们处罚，你们还找各种借口，真是无语了。"", 答案：""亲亲，我们的商品都是正品质量哦。""']",,
平安消费金融借款小程序,"[{""role"":""user"",""content"":""平安消费金融借款小程序""}]",亲 这个平台我们不清楚哦,,18,"['问题：""提交了也没打因为最晚有事没评价"", 答案：""平台的活动哦""', '问题：""给你们钱我们不是还没付款的吗账号已经冻这样付不了了，用其他方法可以给你们付吗"", 答案：""可以试下代付""', '问题：""怎么用"", 答案：""冲泡即食哈亲""', '问题：""微信打款。"", 答案：""亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""申请平台处理"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""哪个平台？"", 答案：""这是我刚截图显示的价格""', '问题：""不知下步怎么办理，给个页面，我好确认付款。"", 答案：""取消一下退款哦""', '问题：""我还没付款，怎么申请？先付款了在申请么？"", 答案：""是的亲然后直接申请退款，金额选择9.3""']",,
订单上写着送玻璃杯和勺子,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""assistant"",""content"":""亲 有什么问题呢""},{""role"":""user"",""content"":""单送碗和勺子怎么没有呢""},{""role"":""assistant"",""content"":""亲 您拍的选项不送碗勺哦""},{""role"":""user"",""content"":""订单上写着送玻璃杯和勺子""}]",亲，您的订单不包含杯勺的亲。,看选项哦亲，选项上面有写的就送，没有写的就不送哦,18,"['问题：""订单上有送玻璃杯令勺子"", 答案：""亲。袋装是没有送杯勺的。罐装选项是有的。选项中有标注哈""', '问题：""上面有送杯子和勺子的字呀"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""这单送杯子和勺子吗我已下单了"", 答案：""亲，商品生产流程严格监督，发货前都有检查 您放心拍哈""', '问题：""有送杯勺的哦"", 答案：""是的""', '问题：""订单显示了杯勺吗"", 答案：""这个就是您的订单""', '问题：""我下的定单3斤套餐，送杯孑和勺吗？"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""送玻璃杯勺？没有啊"", 答案：""亲亲，您的订单不包含杯勺的亲""', '问题：""写的是送碗和勺子"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""']",,
你这山东要15元的,"[{""role"":""user"",""content"":""我的办法就是上门取件""},{""role"":""user"",""content"":""退货期限多久呢，等五天左右去拿快递时去寄行不""},{""role"":""assistant"",""content"":""可以的""},{""role"":""user"",""content"":""嗯""},{""role"":""assistant"",""content"":""嗯嗯""},{""role"":""assistant"",""content"":""好的""},{""role"":""user"",""content"":""退货运费15元""},{""role"":""assistant"",""content"":""以平台补贴为准哈""},{""role"":""user"",""content"":""你这山东要15元的""}]",以平台补贴为准哈,以平台补贴为准哈,18,"['问题：""这个要是买至少得四五元吧"", 答案：""不会哦 这个只是赠品""', '问题：""你看我以前买的两大灌才是15元你自己来拿"", 答案：""麻烦寄回哦""', '问题：""钱进口袋，是你们很"", 答案：""亲 我们这边只收到9.9元""', '问题：""我这边是8包哟"", 答案：""您需要退回几包几申请退回几包的价格哈""', '问题：""十元吧"", 答案：""抱歉亲申请不到哈""', '问题：""行我再买山东产的"", 答案：""🌹""', '问题：""上次买的15这次二十多"", 答案：""亲亲，以实际标价为准哈~""', '问题：""5块"", 答案：""亲亲我这边权限只能4元您看可以吗""']",,
发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,18,"['问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
这是桶还是罐？,"[{""role"":""user"",""content"":""货收到了，你们是不是搞错了，300克一罐，不是400克一罐吗？图片上都是400克呀？""},{""role"":""user"",""content"":""这是桶还是罐？""}]",亲，这是罐装的呢，一罐500g哦。,,18,"['问题：""是罐装还是袋装？"", 答案：""罐装亲""', '问题：""是桶"", 答案：""亲 您拍的是袋装""', '问题：""是罐装吗"", 答案：""亲亲，一罐500g哦。""', '问题：""是罐儿装的吗"", 答案：""是的 亲""', '问题：""你这是大桶吗"", 答案：""亲，一桶的重量是350g哦~""', '问题：""不是桶装的吗？"", 答案：""根据选项下单""', '问题：""小罐还是大罐"", 答案：""一罐350g""', '问题：""这个罐都是一斤的吗？"", 答案：""对的亲""']",,
多少克？,"[{""role"":""user"",""content"":""多少克？""}]",亲，一罐的重量是350g哦~,,"18,10","['问题：""多少克"", 答案：""亲，一罐的重量是600g哦~""', '问题：""多少克"", 答案：""亲，一罐的重量是350g哦~""', '问题：""是多少克的啊"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一袋多少克？"", 答案：""亲，一罐350g哦。""', '问题：""净重多少克"", 答案：""带罐600g的亲""', '问题：""毛重多少克装？"", 答案：""一罐600g亲""', '问题：""放了200跟清水一样"", 答案：""多少克水？""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是350g哦~""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""']",,
